domain_token_count,avgdomaintokenlen,tld,domainlength,pathurlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,NumberofDotsinURL,CharacterContinuityRate,host_letter_count,LongestPathTokenLength,SymbolCount_Domain,Entropy_Domain,class
3.00,3.00,3.00,11.00,0.85,0.18,0.09,9.27,2.00,0.55,9.00,89.00,2.00,0.89,benign
2.00,4.50,2.00,10.00,0.74,0.20,0.15,4.90,2.00,0.80,9.00,36.00,1.00,0.70,benign
2.00,4.50,2.00,10.00,0.83,0.20,0.10,8.40,1.00,0.70,9.00,69.00,1.00,0.94,benign
2.00,6.00,2.00,13.00,0.62,0.15,0.25,2.46,1.00,0.77,12.00,14.00,1.00,0.83,benign
2.00,7.50,2.00,16.00,0.59,0.13,0.29,2.06,2.00,0.81,15.00,18.00,1.00,0.89,benign
2.00,4.50,2.00,10.00,0.71,0.20,0.17,4.20,1.00,0.70,9.00,24.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.70,0.20,0.18,3.90,2.00,0.70,9.00,11.00,1.00,1.00,benign
2.00,5.00,2.00,11.00,0.67,2.55,0.20,3.27,1.00,0.73,10.00,29.00,1.00,0.84,benign
2.00,7.00,2.00,15.00,0.63,0.13,0.25,2.47,2.00,0.80,11.00,31.00,1.00,0.80,benign
2.00,7.00,2.00,15.00,0.61,0.13,0.27,2.27,2.00,0.80,14.00,10.00,1.00,0.93,benign
2.00,6.00,2.00,13.00,0.72,3.00,0.18,4.00,2.00,0.77,12.00,43.00,1.00,0.83,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.71,2.92,0.18,4.00,2.00,0.75,11.00,39.00,1.00,0.84,benign
2.00,4.50,2.00,10.00,0.93,0.20,0.04,23.00,1.00,0.70,9.00,145.00,1.00,1.00,benign
3.00,4.33,3.00,15.00,0.76,0.13,0.17,4.53,2.00,0.60,13.00,36.00,2.00,0.77,benign
2.00,10.00,2.00,21.00,0.77,0.29,0.17,4.48,1.00,0.86,20.00,93.00,1.00,0.87,benign
2.00,4.00,2.00,9.00,0.70,2.89,0.17,4.11,2.00,0.78,5.00,30.00,1.00,0.86,benign
3.00,4.00,3.00,14.00,0.79,0.79,0.14,5.57,2.00,0.57,12.00,56.00,2.00,0.89,benign
2.00,4.50,2.00,10.00,0.75,0.20,0.15,5.00,2.00,0.80,9.00,38.00,1.00,0.94,benign
2.00,4.50,2.00,10.00,0.76,0.20,0.14,5.50,5.00,0.70,6.00,13.00,1.00,1.00,benign
2.00,3.50,2.00,8.00,0.79,0.25,0.11,7.13,1.00,0.88,3.00,39.00,1.00,0.92,benign
2.00,4.50,2.00,10.00,0.78,0.20,0.13,6.10,1.00,0.70,9.00,48.00,1.00,0.94,benign
2.00,7.00,2.00,15.00,0.73,0.13,0.18,4.00,1.00,0.80,14.00,59.00,1.00,0.90,benign
2.00,6.50,2.00,14.00,0.67,0.14,0.22,3.07,3.00,0.79,13.00,10.00,1.00,0.92,benign
2.00,3.00,2.00,7.00,0.75,0.29,0.13,6.00,3.00,0.57,6.00,18.00,1.00,0.90,benign
2.00,8.00,2.00,17.00,0.74,0.12,0.19,3.94,2.00,0.82,16.00,61.00,1.00,0.79,benign
2.00,4.50,2.00,10.00,0.71,0.80,0.16,4.50,1.00,0.70,9.00,32.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.71,0.17,0.18,3.92,1.00,0.75,11.00,31.00,1.00,0.86,benign
2.00,8.00,2.00,17.00,0.76,0.12,0.17,4.41,2.00,0.82,16.00,69.00,1.00,0.79,benign
3.00,4.00,3.00,14.00,0.65,0.14,0.23,2.79,3.00,0.64,12.00,11.00,2.00,0.85,benign
2.00,4.50,2.00,10.00,0.71,0.20,0.17,4.20,1.00,0.70,9.00,24.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.77,2.44,0.12,6.44,1.00,0.78,5.00,42.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.81,0.17,0.12,6.58,2.00,0.83,11.00,73.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.70,1.36,0.20,3.50,2.00,0.79,13.00,24.00,1.00,0.89,benign
2.00,4.00,2.00,9.00,0.75,5.11,0.14,5.33,1.00,0.78,8.00,47.00,1.00,0.93,benign
2.00,9.50,2.00,20.00,0.63,0.10,0.28,2.25,1.00,0.85,19.00,44.00,1.00,0.84,benign
2.00,6.50,2.00,14.00,0.70,0.14,0.20,3.57,1.00,0.79,13.00,19.00,1.00,0.80,benign
2.00,3.50,2.00,8.00,0.87,0.25,0.07,12.50,1.00,0.63,7.00,86.00,1.00,0.92,benign
3.00,4.33,3.00,15.00,0.82,4.93,0.12,6.73,3.00,0.60,13.00,78.00,2.00,0.75,benign
2.00,4.50,2.00,10.00,0.92,0.20,0.05,19.60,1.00,0.70,9.00,143.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.69,0.22,0.18,3.89,1.00,0.78,8.00,28.00,1.00,0.93,benign
2.00,4.50,2.00,10.00,0.84,7.50,0.09,9.10,2.00,0.70,9.00,79.00,1.00,0.80,benign
2.00,4.50,2.00,10.00,0.80,0.20,0.12,6.90,1.00,0.70,9.00,68.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.79,2.44,0.11,7.00,1.00,0.78,5.00,48.00,1.00,0.93,benign
2.00,2.50,2.00,6.00,0.87,0.33,0.06,14.67,1.00,0.67,5.00,79.00,1.00,1.00,benign
2.00,3.00,2.00,7.00,0.76,0.29,0.12,6.29,2.00,0.57,6.00,19.00,1.00,0.76,benign
3.00,2.67,3.00,10.00,0.78,0.20,0.12,6.30,2.00,0.40,8.00,37.00,2.00,0.80,benign
2.00,7.00,2.00,15.00,0.73,0.13,0.18,4.00,2.00,0.80,11.00,54.00,1.00,0.80,benign
2.00,7.00,2.00,15.00,0.82,1.60,0.12,6.73,1.00,0.80,14.00,91.00,1.00,0.85,benign
2.00,8.00,2.00,17.00,0.71,0.12,0.20,3.53,1.00,0.82,16.00,34.00,1.00,0.88,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.12,7.00,2.00,0.85,12.00,77.00,1.00,0.90,benign
2.00,6.00,2.00,13.00,0.69,0.15,0.20,3.46,1.00,0.77,12.00,34.00,1.00,0.88,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.47,1.00,0.80,14.00,49.00,1.00,0.93,benign
3.00,3.33,3.00,12.00,0.63,0.17,0.24,2.67,3.00,0.33,9.00,8.00,2.00,0.86,benign
3.00,5.00,3.00,17.00,0.70,0.12,0.22,3.24,3.00,0.65,15.00,41.00,2.00,0.78,benign
2.00,4.50,2.00,10.00,0.69,0.20,0.19,3.70,1.00,0.70,9.00,27.00,1.00,0.88,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,8.00,2.00,17.00,0.78,0.12,0.15,5.12,1.00,0.82,16.00,58.00,1.00,0.88,benign
2.00,4.50,2.00,10.00,0.69,1.70,0.19,3.70,2.00,0.70,9.00,22.00,1.00,0.80,benign
2.00,4.50,2.00,10.00,0.79,0.20,0.11,6.90,1.00,0.70,9.00,61.00,1.00,0.86,benign
3.00,4.33,3.00,15.00,0.76,0.13,0.16,4.60,3.00,0.60,13.00,52.00,2.00,0.90,benign
2.00,5.00,2.00,11.00,0.67,0.18,0.19,3.45,1.00,0.73,10.00,25.00,1.00,0.95,benign
2.00,2.50,2.00,6.00,0.88,0.33,0.05,16.50,1.00,0.67,5.00,70.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.22,2.92,1.00,0.75,11.00,14.00,1.00,0.86,benign
2.00,5.00,2.00,11.00,0.74,1.64,0.16,4.64,1.00,0.73,10.00,19.00,1.00,0.95,benign
3.00,2.67,3.00,10.00,0.79,0.20,0.12,6.40,2.00,0.40,8.00,24.00,2.00,0.82,benign
2.00,5.00,2.00,11.00,0.65,0.18,0.22,3.00,1.00,0.64,9.00,9.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.82,0.17,0.11,7.42,1.00,0.75,9.00,69.00,1.00,1.00,benign
2.00,8.00,2.00,17.00,0.69,0.12,0.22,3.18,1.00,0.82,16.00,47.00,1.00,0.72,benign
3.00,4.00,3.00,14.00,0.68,2.57,0.22,3.14,2.00,0.57,12.00,43.00,2.00,0.92,benign
2.00,8.00,2.00,17.00,0.74,0.12,0.18,4.12,2.00,0.82,16.00,55.00,1.00,0.80,benign
2.00,4.50,2.00,10.00,0.84,7.10,0.10,8.70,2.00,0.70,9.00,75.00,1.00,0.80,benign
2.00,4.00,2.00,9.00,0.70,0.22,0.16,4.44,1.00,0.78,5.00,23.00,1.00,0.93,benign
2.00,6.50,2.00,14.00,0.75,0.14,0.17,4.43,1.00,0.79,13.00,41.00,1.00,0.89,benign
2.00,5.00,2.00,11.00,0.70,0.18,0.18,3.82,1.00,0.73,10.00,11.00,1.00,1.00,benign
2.00,6.00,2.00,13.00,0.73,3.15,0.18,4.15,2.00,0.77,12.00,45.00,1.00,0.83,benign
2.00,4.50,2.00,10.00,0.71,0.20,0.17,4.10,1.00,0.70,6.00,10.00,1.00,1.00,benign
2.00,5.00,2.00,11.00,0.71,3.18,0.17,4.09,2.00,0.73,10.00,39.00,1.00,0.89,benign
2.00,4.50,2.00,10.00,0.79,0.20,0.13,6.30,1.00,0.70,9.00,55.00,1.00,0.94,benign
2.00,5.00,2.00,11.00,0.65,0.18,0.21,3.09,1.00,0.73,10.00,25.00,1.00,0.84,benign
2.00,6.50,2.00,14.00,0.84,0.14,0.11,7.93,2.00,0.79,13.00,85.00,1.00,0.87,benign
2.00,6.00,2.00,13.00,0.68,2.08,0.21,3.31,1.00,0.77,12.00,28.00,1.00,0.92,benign
2.00,4.50,2.00,10.00,0.67,0.20,0.20,3.40,1.00,0.70,9.00,13.00,1.00,0.94,benign
2.00,6.50,2.00,14.00,0.78,0.14,0.15,5.29,2.00,0.79,13.00,47.00,1.00,0.87,benign
3.00,4.67,3.00,16.00,0.86,6.63,0.09,9.19,4.00,0.56,13.00,47.00,2.00,0.83,benign
2.00,8.50,2.00,18.00,0.62,1.28,0.27,2.28,2.00,0.78,17.00,27.00,1.00,0.80,benign
3.00,3.67,3.00,13.00,0.74,0.15,0.17,4.31,3.00,0.54,11.00,45.00,2.00,0.92,benign
2.00,8.00,2.00,17.00,0.70,0.12,0.22,3.24,2.00,0.82,16.00,40.00,1.00,0.80,benign
2.00,5.00,2.00,11.00,0.73,0.18,0.17,4.36,1.00,0.73,10.00,44.00,1.00,0.95,benign
2.00,4.50,2.00,10.00,0.72,0.20,0.16,4.40,1.00,0.70,6.00,12.00,1.00,1.00,benign
2.00,2.50,2.00,6.00,0.88,0.33,0.06,15.33,1.00,0.67,5.00,83.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.63,0.17,0.24,2.67,2.00,0.83,11.00,26.00,1.00,0.86,benign
2.00,2.50,2.00,6.00,0.83,0.33,0.08,10.33,2.00,0.67,5.00,21.00,1.00,1.00,benign
2.00,4.50,2.00,10.00,0.77,0.20,0.13,5.80,1.00,0.70,9.00,45.00,1.00,0.88,benign
2.00,7.00,2.00,15.00,0.58,0.13,0.29,2.00,1.00,0.80,14.00,12.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.66,0.17,0.21,3.08,2.00,0.83,11.00,31.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.85,0.14,0.10,8.64,2.00,0.79,13.00,81.00,1.00,0.87,benign
2.00,6.50,2.00,14.00,0.84,0.14,0.11,8.00,1.00,0.79,13.00,94.00,1.00,0.84,benign
3.00,2.67,3.00,10.00,0.78,1.80,0.13,6.20,3.00,0.40,8.00,23.00,2.00,0.80,benign
2.00,3.50,2.00,8.00,0.79,0.25,0.11,7.25,1.00,0.63,7.00,48.00,1.00,0.92,benign
2.00,2.00,2.00,5.00,0.79,0.40,0.09,8.80,1.00,0.60,4.00,28.00,1.00,0.83,benign
2.00,4.50,2.00,10.00,0.80,0.20,0.12,6.70,1.00,0.70,9.00,66.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.78,0.22,0.12,6.67,1.00,0.67,8.00,51.00,1.00,0.83,benign
2.00,3.50,2.00,8.00,0.81,0.25,0.10,8.25,1.00,0.63,7.00,59.00,1.00,0.92,benign
2.00,4.50,2.00,10.00,0.73,0.20,0.16,4.50,2.00,0.70,9.00,31.00,1.00,0.82,benign
2.00,6.00,2.00,13.00,0.75,2.00,0.16,4.69,2.00,0.77,12.00,29.00,1.00,0.96,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.00,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.83,0.20,0.10,8.30,1.00,0.70,9.00,67.00,1.00,0.94,benign
2.00,3.00,2.00,7.00,0.75,0.29,0.13,6.00,4.00,0.57,6.00,11.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.87,5.92,0.08,10.75,10.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.65,0.20,0.20,3.30,2.00,0.70,9.00,13.00,1.00,1.00,benign
2.00,7.00,2.00,15.00,0.63,1.80,0.25,2.47,1.00,0.80,14.00,36.00,1.00,0.85,benign
2.00,7.50,2.00,16.00,0.74,0.13,0.18,4.19,1.00,0.81,15.00,58.00,1.00,0.94,benign
2.00,6.50,2.00,14.00,0.60,0.14,0.26,2.29,1.00,0.79,13.00,8.00,1.00,0.92,benign
2.00,3.00,2.00,7.00,0.74,3.71,0.13,5.57,2.00,0.71,6.00,29.00,1.00,0.90,benign
2.00,6.50,2.00,14.00,0.77,0.14,0.15,5.14,1.00,0.79,13.00,40.00,1.00,0.89,benign
2.00,4.50,2.00,10.00,0.78,0.20,0.13,6.20,1.00,0.70,9.00,55.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.77,0.14,0.16,4.93,2.00,0.79,13.00,44.00,1.00,0.87,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.17,4.17,1.00,0.75,11.00,37.00,1.00,0.86,benign
3.00,4.33,3.00,15.00,0.58,0.40,0.29,2.00,2.00,0.60,13.00,21.00,2.00,0.82,benign
2.00,5.50,2.00,12.00,0.77,0.17,0.15,5.17,2.00,0.83,11.00,56.00,1.00,0.86,benign
2.00,2.50,2.00,6.00,0.85,0.33,0.07,12.50,1.00,0.67,5.00,46.00,1.00,1.00,benign
2.00,6.50,2.00,14.00,0.59,0.14,0.27,2.14,1.00,0.79,13.00,16.00,1.00,0.80,benign
2.00,9.50,2.00,20.00,0.53,0.10,0.34,1.55,1.00,0.85,19.00,30.00,1.00,0.84,benign
2.00,8.00,2.00,17.00,0.70,0.12,0.20,3.41,1.00,0.82,16.00,45.00,1.00,0.82,benign
2.00,3.50,2.00,8.00,0.83,0.25,0.09,8.88,1.00,0.88,3.00,53.00,1.00,0.92,benign
2.00,6.00,2.00,13.00,0.69,0.15,0.20,3.46,1.00,0.69,10.00,43.00,1.00,0.88,benign
2.00,4.50,2.00,10.00,0.67,1.60,0.20,3.40,1.00,0.70,9.00,17.00,1.00,0.94,benign
2.00,7.50,2.00,16.00,0.56,0.13,0.31,1.81,2.00,0.81,15.00,14.00,1.00,0.89,benign
2.00,4.50,2.00,10.00,0.88,1.30,0.06,13.60,1.00,0.70,9.00,126.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.77,0.20,0.14,5.60,2.00,0.80,9.00,43.00,1.00,0.70,benign
2.00,3.00,2.00,7.00,0.73,3.57,0.13,5.43,2.00,0.71,6.00,28.00,1.00,0.90,benign
3.00,4.33,3.00,15.00,0.82,4.93,0.12,6.73,3.00,0.60,13.00,78.00,2.00,0.75,benign
2.00,6.00,2.00,13.00,0.73,3.15,0.18,4.15,2.00,0.77,12.00,45.00,1.00,0.83,benign
2.00,3.50,2.00,8.00,0.71,2.38,0.15,4.63,2.00,0.75,7.00,23.00,1.00,0.92,benign
2.00,6.50,2.00,14.00,0.75,1.29,0.16,4.57,2.00,0.79,13.00,25.00,1.00,0.89,benign
2.00,7.00,2.00,15.00,0.65,0.13,0.24,2.67,2.00,0.80,14.00,16.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.00,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.08,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,5.00,2.00,11.00,0.83,0.18,0.10,7.91,2.00,0.82,10.00,57.00,1.00,0.84,benign
2.00,5.50,2.00,12.00,0.63,2.58,0.23,2.75,1.00,0.75,11.00,32.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.77,0.17,0.15,5.17,2.00,0.75,11.00,56.00,1.00,0.95,benign
2.00,4.00,2.00,9.00,0.86,0.22,0.08,10.78,1.00,0.67,8.00,78.00,1.00,0.93,benign
2.00,3.50,2.00,8.00,0.88,0.25,0.06,14.38,1.00,0.63,7.00,99.00,1.00,0.92,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.40,2.00,0.80,11.00,60.00,1.00,0.80,benign
2.00,3.50,2.00,8.00,0.80,0.25,0.11,7.38,1.00,0.88,3.00,41.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.62,0.17,0.23,2.75,1.00,0.75,11.00,26.00,1.00,0.89,benign
2.00,4.50,2.00,10.00,0.79,0.20,0.13,6.30,2.00,0.70,9.00,21.00,1.00,1.00,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,6.50,2.00,14.00,0.68,0.14,0.22,3.14,1.00,0.79,13.00,42.00,1.00,0.85,benign
2.00,6.00,2.00,13.00,0.76,3.69,0.15,4.92,2.00,0.77,12.00,52.00,1.00,0.86,benign
2.00,8.00,2.00,17.00,0.76,0.12,0.17,4.53,1.00,0.82,16.00,64.00,1.00,0.82,benign
2.00,2.50,2.00,6.00,0.86,0.33,0.07,13.00,1.00,0.67,5.00,49.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.90,0.22,0.06,15.22,1.00,0.67,8.00,55.00,1.00,0.93,benign
2.00,3.50,2.00,8.00,0.84,0.25,0.09,9.63,1.00,0.63,7.00,67.00,1.00,0.92,benign
3.00,3.00,3.00,11.00,0.79,0.18,0.13,6.09,2.00,0.55,9.00,54.00,2.00,0.89,benign
2.00,5.50,2.00,12.00,0.71,0.17,0.18,3.92,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.77,0.25,0.13,6.13,1.00,0.88,3.00,31.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.75,1.92,0.16,4.75,1.00,0.75,11.00,50.00,1.00,0.89,benign
2.00,3.50,2.00,8.00,0.72,0.25,0.15,4.75,2.00,0.63,7.00,13.00,1.00,0.92,benign
2.00,2.50,2.00,6.00,0.81,0.33,0.09,9.00,2.00,0.67,5.00,13.00,1.00,1.00,benign
2.00,4.50,2.00,10.00,0.72,0.20,0.17,4.30,1.00,0.70,6.00,13.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.71,0.22,0.16,4.33,1.00,0.67,8.00,17.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.79,0.17,0.13,5.83,2.00,0.75,11.00,57.00,1.00,0.91,benign
3.00,4.00,3.00,14.00,0.67,0.14,0.22,3.00,2.00,0.57,12.00,13.00,2.00,0.92,benign
2.00,5.50,2.00,12.00,0.68,0.17,0.20,3.42,1.00,0.75,11.00,36.00,1.00,1.00,benign
2.00,6.50,2.00,14.00,0.80,0.14,0.13,6.07,1.00,0.79,13.00,65.00,1.00,0.84,benign
2.00,5.50,2.00,12.00,0.85,0.17,0.10,8.75,2.00,0.75,11.00,99.00,1.00,0.95,benign
2.00,2.50,2.00,6.00,0.79,0.33,0.10,8.17,2.00,0.67,5.00,17.00,1.00,1.00,benign
2.00,4.50,2.00,10.00,0.69,0.20,0.19,3.70,2.00,0.70,9.00,23.00,1.00,0.82,benign
2.00,6.00,2.00,13.00,0.72,3.00,0.18,4.00,2.00,0.77,12.00,43.00,1.00,0.83,benign
2.00,4.00,2.00,9.00,0.71,0.22,0.16,4.44,1.00,0.78,8.00,32.00,1.00,0.76,benign
2.00,5.00,2.00,11.00,0.77,0.18,0.14,5.55,1.00,0.73,10.00,45.00,1.00,0.89,benign
2.00,5.00,2.00,11.00,0.78,0.18,0.14,5.64,1.00,0.73,10.00,54.00,1.00,0.88,benign
2.00,9.50,2.00,20.00,0.47,0.10,0.39,1.20,2.00,0.85,19.00,7.00,1.00,0.84,benign
2.00,5.50,2.00,12.00,0.82,0.17,0.11,7.17,1.00,0.75,9.00,65.00,1.00,1.00,benign
2.00,4.50,2.00,10.00,0.85,0.20,0.09,9.50,1.00,0.70,9.00,38.00,1.00,1.00,benign
2.00,6.50,2.00,14.00,0.66,1.71,0.23,2.86,2.00,0.79,13.00,28.00,1.00,0.96,benign
2.00,4.50,2.00,10.00,0.81,2.30,0.11,7.40,2.00,0.70,9.00,38.00,1.00,0.94,benign
2.00,5.50,2.00,12.00,0.69,0.17,0.19,3.58,1.00,0.75,11.00,33.00,1.00,0.91,benign
2.00,6.00,2.00,13.00,0.78,0.15,0.15,5.31,1.00,0.77,12.00,56.00,1.00,0.69,benign
2.00,6.00,2.00,13.00,0.69,0.15,0.20,3.46,1.00,0.69,10.00,43.00,1.00,0.88,benign
2.00,5.00,2.00,11.00,0.84,0.18,0.10,8.36,1.00,0.73,10.00,77.00,1.00,1.00,benign
2.00,3.00,2.00,7.00,0.78,0.29,0.11,7.00,3.00,0.57,6.00,25.00,1.00,0.90,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,6.00,2.00,13.00,0.66,1.77,0.22,3.00,1.00,0.77,12.00,24.00,1.00,0.92,benign
2.00,4.00,2.00,9.00,0.69,0.22,0.17,4.00,2.00,0.67,8.00,8.00,1.00,0.86,benign
2.00,7.50,2.00,16.00,0.71,0.13,0.20,3.50,1.00,0.81,15.00,41.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.77,0.17,0.15,5.25,2.00,0.75,11.00,50.00,1.00,0.91,benign
2.00,5.50,2.00,12.00,0.70,0.17,0.19,3.67,2.00,0.83,11.00,38.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.77,0.17,0.15,5.17,1.00,0.75,11.00,57.00,1.00,1.00,benign
2.00,7.00,2.00,15.00,0.70,0.13,0.21,3.40,1.00,0.80,14.00,50.00,1.00,0.90,benign
2.00,6.00,2.00,13.00,0.67,0.15,0.21,3.15,1.00,0.77,12.00,32.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.61,1.50,0.24,2.58,2.00,0.75,11.00,22.00,1.00,0.84,benign
2.00,6.50,2.00,14.00,0.72,0.14,0.19,3.79,1.00,0.79,13.00,38.00,1.00,0.80,benign
2.00,5.50,2.00,12.00,0.67,0.17,0.20,3.33,1.00,0.75,11.00,33.00,1.00,0.89,benign
2.00,5.50,2.00,12.00,0.66,0.17,0.21,3.08,1.00,0.75,11.00,21.00,1.00,0.91,benign
2.00,6.50,2.00,14.00,0.78,0.14,0.14,5.43,1.00,0.79,13.00,43.00,1.00,0.80,benign
2.00,3.50,2.00,8.00,0.82,0.25,0.10,8.50,1.00,0.88,3.00,51.00,1.00,0.92,benign
2.00,9.50,2.00,20.00,0.65,0.10,0.26,2.50,1.00,0.85,19.00,49.00,1.00,0.84,benign
2.00,4.50,2.00,10.00,0.84,2.20,0.09,9.30,1.00,0.70,9.00,84.00,1.00,0.86,benign
2.00,5.00,2.00,11.00,0.77,0.18,0.14,5.55,1.00,0.73,10.00,21.00,1.00,0.95,benign
2.00,6.00,2.00,13.00,0.82,0.15,0.12,7.08,2.00,0.85,12.00,63.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.63,0.17,0.24,2.67,1.00,0.83,11.00,9.00,1.00,0.69,benign
2.00,5.50,2.00,12.00,0.79,0.17,0.13,5.83,2.00,0.75,11.00,64.00,1.00,0.95,benign
2.00,8.50,2.00,18.00,0.60,0.11,0.29,2.06,1.00,0.39,15.00,30.00,1.00,0.86,benign
2.00,5.00,2.00,11.00,0.81,0.18,0.12,6.91,1.00,0.73,10.00,22.00,1.00,0.95,benign
2.00,3.50,2.00,8.00,0.78,0.25,0.12,6.75,1.00,0.63,7.00,47.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.08,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.84,0.20,0.09,9.20,1.00,0.70,9.00,75.00,1.00,1.00,benign
2.00,6.50,2.00,14.00,0.79,0.14,0.14,5.71,2.00,0.79,13.00,50.00,1.00,0.87,benign
3.00,3.67,3.00,13.00,0.86,0.15,0.09,9.46,2.00,0.54,11.00,104.00,2.00,0.88,benign
2.00,5.00,2.00,11.00,0.69,2.82,0.19,3.73,2.00,0.73,10.00,35.00,1.00,0.89,benign
2.00,3.50,2.00,8.00,0.75,0.25,0.14,5.50,1.00,0.63,7.00,34.00,1.00,0.92,benign
2.00,6.50,2.00,14.00,0.72,1.14,0.18,4.07,1.00,0.79,13.00,56.00,1.00,0.89,benign
2.00,5.00,2.00,11.00,0.69,0.18,0.19,3.64,1.00,0.73,10.00,11.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.73,0.17,0.17,4.33,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.82,0.20,0.11,7.80,2.00,0.80,9.00,43.00,1.00,0.70,benign
2.00,4.00,2.00,9.00,0.85,0.22,0.08,10.11,2.00,0.78,6.00,78.00,1.00,0.93,benign
2.00,4.50,2.00,10.00,0.79,0.20,0.13,6.30,2.00,0.70,9.00,16.00,1.00,0.82,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,3.00,2.00,0.83,11.00,30.00,1.00,0.86,benign
2.00,7.00,2.00,15.00,0.65,1.33,0.24,2.73,1.00,0.80,14.00,21.00,1.00,0.93,benign
2.00,4.00,2.00,9.00,0.84,0.22,0.09,9.00,2.00,0.78,6.00,68.00,1.00,0.93,benign
2.00,4.50,2.00,10.00,0.70,1.80,0.18,3.90,2.00,0.70,9.00,23.00,1.00,0.80,benign
2.00,4.00,2.00,9.00,0.70,0.67,0.17,4.22,1.00,0.78,8.00,10.00,1.00,1.00,benign
2.00,6.00,2.00,13.00,0.79,0.15,0.14,5.69,2.00,0.85,12.00,62.00,1.00,0.88,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.13,6.46,2.00,0.85,12.00,56.00,1.00,0.88,benign
3.00,4.33,3.00,15.00,0.78,0.13,0.15,5.33,3.00,0.60,13.00,64.00,2.00,0.82,benign
2.00,4.50,2.00,10.00,0.77,0.20,0.13,6.00,1.00,0.70,9.00,16.00,1.00,1.00,benign
2.00,4.50,2.00,10.00,0.73,1.20,0.16,4.60,2.00,0.70,9.00,18.00,1.00,0.80,benign
2.00,4.50,2.00,10.00,0.80,5.00,0.12,6.80,2.00,0.70,9.00,54.00,1.00,0.88,benign
2.00,3.50,2.00,8.00,0.81,0.25,0.10,8.25,1.00,0.88,3.00,48.00,1.00,0.92,benign
2.00,4.00,2.00,9.00,0.86,0.22,0.08,10.56,2.00,0.78,6.00,71.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.74,0.17,0.16,4.58,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.84,7.30,0.09,8.90,2.00,0.70,9.00,77.00,1.00,0.80,benign
